"130403","ปทุมธานี","หนองเสือ","บึงกาสาม","12170"
"130404","ปทุมธานี","หนองเสือ","บึงชำอ้อ","12170"
"130405","ปทุมธานี","หนองเสือ","หนองสามวัง","12170"
"130406","ปทุมธานี","หนองเสือ","ศาลาครุ","12170"
"130407","ปทุมธานี","หนองเสือ","นพรัตน์","12170"
"130501","ปทุมธานี","ลาดหลุมแก้ว","ระแหง","12140"
"130502","ปทุมธานี","ลาดหลุมแก้ว","ลาดหลุมแก้ว","12140"
"130503","ปทุมธานี","ลาดหลุมแก้ว","คูบางหลวง","12140"
"130504","ปทุมธานี","ลาดหลุมแก้ว","คูขวาง","12140"
"130505","ปทุมธานี","ลาดหลุมแก้ว","คลองพระอุดม","12140"
"130506","ปทุมธานี","ลาดหลุมแก้ว","บ่อเงิน","12140"
"130507","ปทุมธานี","ลาดหลุมแก้ว","หน้าไม้","12140"
"130601","ปทุมธานี","ลำลูกกา","คูคต","12130"
"130602","ปทุมธานี","ลำลูกกา","ลาดสวาย","12150"
"130603","ปทุมธานี","ลำลูกกา","บึงคำพร้อย","12150"
"130604","ปทุมธานี","ลำลูกกา","ลำลูกกา","12150"
"130605","ปทุมธานี","ลำลูกกา","บึงทองหลาง","12150"
"130606","ปทุมธานี","ลำลูกกา","ลำไทร","12150"
"130607","ปทุมธานี","ลำลูกกา","บึงคอไห","12150"
"130608","ปทุมธานี","ลำลูกกา","พืชอุดม","12150"
"130701","ปทุมธานี","สามโคก","บางเตย","12160"
"130702","ปทุมธานี","สามโคก","คลองควาย","12160"
"130703","ปทุมธานี","สามโคก","สามโคก","12160"
"130704","ปทุมธานี","สามโคก","กระแชง","12160"
"130705","ปทุมธานี","สามโคก","บางโพธิ์เหนือ","12160"
"130706","ปทุมธานี","สามโคก","เชียงรากใหญ่","12160"
"130707","ปทุมธานี","สามโคก","บ้านปทุม","12160"
"130708","ปทุมธานี","สามโคก","บ้านงิ้ว","12160"
"130709","ปทุมธานี","สามโคก","เชียงรากน้อย","12160"
"130710","ปทุมธานี","สามโคก","บางกระบือ","12160"
"130711","ปทุมธานี","สามโคก","ท้ายเกาะ","12160"
"140101","พระนครศรีอยุธยา","พระนครศรีอยุธยา","ประตูชัย","13000"
"140102","พระนครศรีอยุธยา","พระนครศรีอยุธยา","กะมัง","13000"
"140103","พระนครศรีอยุธยา","พระนครศรีอยุธยา","หอรัตนไชย","13000"
"140104","พระนครศรีอยุธยา","พระนครศรีอยุธยา","หัวรอ","13000"
"140105","พระนครศรีอยุธยา","พระนครศรีอยุธยา","ท่าวาสุกรี","13000"
"140106","พระนครศรีอยุธยา","พระนครศรีอยุธยา","ไผ่ลิง","13000"
"140107","พระนครศรีอยุธยา","พระนครศรีอยุธยา","ปากกราน","13000"
"140108","พระนครศรีอยุธยา","พระนครศรีอยุธยา","ภูเขาทอง","13000"
"140109","พระนครศรีอยุธยา","พระนครศรีอยุธยา","สำเภาล่ม","13000"
"140110","พระนครศรีอยุธยา","พระนครศรีอยุธยา","สวนพริก","13000"
"140111","พระนครศรีอยุธยา","พระนครศรีอยุธยา","คลองตะเคียน","13000"
"140112","พระนครศรีอยุธยา","พระนครศรีอยุธยา","วัดตูม","13000"
"140113","พระนครศรีอยุธยา","พระนครศรีอยุธยา","หันตรา","13000"
"140114","พระนครศรีอยุธยา","พระนครศรีอยุธยา","ลุมพลี","13000"
"140115","พระนครศรีอยุธยา","พระนครศรีอยุธยา","บ้านใหม่","13000"
"140116","พระนครศรีอยุธยา","พระนครศรีอยุธยา","บ้านเกาะ","13000"
"140117","พระนครศรีอยุธยา","พระนครศรีอยุธยา","คลองสวนพลู","13000"
"140118","พระนครศรีอยุธยา","พระนครศรีอยุธยา","คลองสระบัว","13000"
"140119","พระนครศรีอยุธยา","พระนครศรีอยุธยา","เกาะเรียน","13000"
"140120","พระนครศรีอยุธยา","พระนครศรีอยุธยา","บ้านป้อม","13000"
"140121","พระนครศรีอยุธยา","พระนครศรีอยุธยา","บ้านรุน","13000"
"140201","พระนครศรีอยุธยา","ท่าเรือ","ท่าเรือ","13130"
"140202","พระนครศรีอยุธยา","ท่าเรือ","จำปา","13130"
"140203","พระนครศรีอยุธยา","ท่าเรือ","ท่าหลวง","13130"
"140204","พระนครศรีอยุธยา","ท่าเรือ","บ้านร่อม","13130"
"140205","พระนครศรีอยุธยา","ท่าเรือ","ศาลาลอย","13130"
"140206","พระนครศรีอยุธยา","ท่าเรือ","วังแดง","13130"
"140207","พระนครศรีอยุธยา","ท่าเรือ","โพธิ์เอน","13130"
"140208","พระนครศรีอยุธยา","ท่าเรือ","ปากท่า","13130"
"140209","พระนครศรีอยุธยา","ท่าเรือ","หนองขนาก","13130"
"140210","พระนครศรีอยุธยา","ท่าเรือ","ท่าเจ้าสนุก","13130"
"140301","พระนครศรีอยุธยา","นครหลวง","นครหลวง","13260"
"140302","พระนครศรีอยุธยา","นครหลวง","ท่าช้าง","13260"
"140303","พระนครศรีอยุธยา","นครหลวง","บ่อโพง","13260"
"140304","พระนครศรีอยุธยา","นครหลวง","บ้านชุ้ง","13260"
"140305","พระนครศรีอยุธยา","นครหลวง","ปากจั่น","13260"
"140306","พระนครศรีอยุธยา","นครหลวง","บางระกำ","13260"
"140307","พระนครศรีอยุธยา","นครหลวง","บางพระครู","13260"
"140308","พระนครศรีอยุธยา","นครหลวง","แม่ลา","13260"
